"playerNr"	"period"	"nAnimals"	"animalName"	"treatment"	"firstEstimate"	"secondEstimate"	"p1"	"p2"	"p3"	"meanP"	"varP"	"skewP"	"counterI"	"counterII"	"counterIII"	"age"	"gender"	"SocInfo"	"S"	"emulTreat"	"case"	"inaccuracy"	"d1"	"d2"	"d3"	"e2"	"normS"
"1223"	36	9	74	"crane"	1	40	43	48	NA	NA	NA	NA	NA	4	1	5	NA	NA	"0.375"	0.375	NA	3	34	0.2	NA	NA	0.075	NA
"1224"	36	10	69	"cricket"	1	35	37	42	NA	NA	NA	NA	NA	5	1	5	NA	NA	"0.285714285714286"	0.285714285714286	NA	3	34	0.2	NA	NA	0.0571428571428571	NA
"1255"	37	1	93	"ant"	1	57	63	69	0	0	0	0	0	1	1	1	NA	NA	"0.5"	0.5	NA	3	36	0.210526315789474	NA	NA	0.105263157894737	NA
"1256"	37	2	78	"bee"	1	62	68	74	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.5"	0.5	NA	3	16	0.193548387096774	NA	NA	0.0967741935483871	NA
"1257"	37	3	59	"flamingo"	1	62	61	50	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.083333333333333"	0.0833333333333333	NA	3	3	0.193548387096774	NA	NA	0.0161290322580645	NA
"1258"	37	4	74	"crane"	1	70	72	83	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	4	0.185714285714286	NA	NA	0.0285714285714286	NA
"1259"	37	5	69	"cricket"	1	62	65	75	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.230769230769231"	0.230769230769231	NA	3	7	0.209677419354839	NA	NA	0.0483870967741935	NA
"1349"	40	31	93	"ant"	1	81	85	98	NA	NA	NA	NA	NA	1	30	1	NA	NA	"0.235294117647059"	0.235294117647059	NA	3	12	0.209876543209877	NA	NA	0.0493827160493827	NA
"1350"	40	32	78	"bee"	1	83	79	65	NA	NA	NA	NA	NA	2	30	1	NA	NA	"0.222222222222222"	0.222222222222222	NA	3	5	0.216867469879518	NA	NA	0.0481927710843374	NA
"1351"	40	33	59	"flamingo"	1	60	56	48	NA	NA	NA	NA	NA	3	30	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	1	0.2	NA	NA	0.0666666666666667	NA
"1352"	40	34	74	"crane"	1	65	70	78	NA	NA	NA	NA	NA	4	30	1	NA	NA	"0.384615384615385"	0.384615384615385	NA	3	9	0.2	NA	NA	0.0769230769230769	NA
"1353"	40	35	69	"cricket"	1	61	64	73	NA	NA	NA	NA	NA	5	30	1	NA	NA	"0.25"	0.25	NA	3	8	0.19672131147541	NA	NA	0.0491803278688525	NA
"1394"	41	36	93	"ant"	1	78	83	95	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.294117647058823"	0.294117647058824	NA	3	15	0.217948717948718	NA	NA	0.0641025641025641	NA
"1395"	41	37	78	"bee"	1	77	80	91	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.214285714285714"	0.214285714285714	NA	3	1	0.181818181818182	NA	NA	0.038961038961039	NA
"1396"	41	38	59	"flamingo"	1	75	70	60	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	16	0.2	NA	NA	0.0666666666666667	NA
"1397"	41	39	74	"crane"	1	75	70	60	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	1	0.2	NA	NA	0.0666666666666667	NA
"1398"	41	40	69	"cricket"	1	66	69	80	NA	NA	NA	NA	NA	5	30	5	34	1	"0.214285714285714"	0.214285714285714	NA	3	3	0.212121212121212	NA	NA	0.0454545454545455	NA
"1404"	42	6	93	"ant"	1	85	92	100	NA	NA	NA	NA	NA	1	1	5	NA	NA	"0.466666666666667"	0.466666666666667	NA	3	8	0.176470588235294	NA	NA	0.0823529411764706	NA
"1405"	42	7	78	"bee"	1	78	75	62	NA	NA	NA	NA	NA	2	1	5	NA	NA	"0.1875"	0.1875	NA	3	0	0.205128205128205	NA	NA	0.0384615384615385	NA
"1406"	42	8	59	"flamingo"	1	61	61	49	NA	NA	NA	NA	NA	3	1	5	NA	NA	"0"	0	NA	2	2	0.19672131147541	NA	NA	0	NA
"1407"	42	9	74	"crane"	1	87	80	70	NA	NA	NA	NA	NA	4	1	5	NA	NA	"0.411764705882353"	0.411764705882353	NA	3	13	0.195402298850575	NA	NA	0.0804597701149425	NA
"1408"	42	10	69	"cricket"	1	68	75	80	NA	NA	NA	NA	NA	5	1	5	NA	NA	"0.583333333333333"	0.583333333333333	NA	3	1	0.176470588235294	NA	NA	0.102941176470588	NA
"1482"	45	36	93	"ant"	1	60	66	72	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.5"	0.5	NA	3	33	0.2	NA	NA	0.1	NA
"1483"	45	37	78	"bee"	1	54	59	65	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.454545454545455"	0.454545454545455	NA	3	24	0.203703703703704	NA	NA	0.0925925925925926	NA
"1484"	45	38	59	"flamingo"	1	51	55	60	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.444444444444444"	0.444444444444444	NA	3	8	0.176470588235294	NA	NA	0.0784313725490196	NA
"1485"	45	39	74	"crane"	1	60	67	72	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.583333333333333"	0.583333333333333	NA	3	14	0.2	NA	NA	0.116666666666667	NA
"1486"	45	40	69	"cricket"	1	54	61	65	NA	NA	NA	NA	NA	5	30	5	25	2	"0.636363636363636"	0.636363636363636	NA	3	15	0.203703703703704	NA	NA	0.12962962962963	NA
"1523"	47	36	93	"ant"	1	26	27	30	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.25"	0.25	NA	3	67	0.153846153846154	NA	NA	0.0384615384615385	NA
"1524"	47	37	78	"bee"	1	36	39	44	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.375"	0.375	NA	3	42	0.222222222222222	NA	NA	0.0833333333333333	NA
"1525"	47	38	59	"flamingo"	1	38	42	45	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.571428571428571"	0.571428571428571	NA	3	21	0.184210526315789	NA	NA	0.105263157894737	NA
"1526"	47	39	74	"crane"	1	60	64	72	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	14	0.2	NA	NA	0.0666666666666667	NA
"1527"	47	40	69	"cricket"	1	46	51	55	NA	NA	NA	NA	NA	5	30	5	28	1	"0.555555555555556"	0.555555555555556	NA	3	23	0.195652173913043	NA	NA	0.108695652173913	NA
"1528"	49	1	93	"ant"	1	88	88	100	0	0	0	0	0	1	1	1	NA	NA	"0"	0	NA	2	5	0.136363636363636	NA	NA	0	NA
"1529"	49	2	78	"bee"	1	75	75	90	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0"	0	NA	2	3	0.2	NA	NA	0	NA
"1530"	49	3	59	"flamingo"	1	65	59	52	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.461538461538462"	0.461538461538462	NA	3	6	0.2	NA	NA	0.0923076923076923	NA
"1531"	49	4	74	"crane"	1	65	67	78	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	9	0.2	NA	NA	0.0307692307692308	NA
"1532"	49	5	69	"cricket"	1	50	50	60	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0"	0	NA	2	19	0.2	NA	NA	0	NA
"1568"	50	1	93	"ant"	1	47	49	56	0	0	0	0	0	1	1	1	NA	NA	"0.222222222222222"	0.222222222222222	NA	3	46	0.191489361702128	NA	NA	0.0425531914893617	NA
"1569"	50	2	78	"bee"	1	58	60	70	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.166666666666667"	0.166666666666667	NA	3	20	0.206896551724138	NA	NA	0.0344827586206897	NA
"1570"	50	3	59	"flamingo"	1	65	61	52	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.307692307692308"	0.307692307692308	NA	3	6	0.2	NA	NA	0.0615384615384615	NA
"1571"	50	4	74	"crane"	1	63	64	76	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.076923076923077"	0.0769230769230769	NA	3	11	0.206349206349206	NA	NA	0.0158730158730159	NA
"1572"	50	5	69	"cricket"	1	57	60	68	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.272727272727273"	0.272727272727273	NA	3	12	0.192982456140351	NA	NA	0.0526315789473684	NA
"1640"	52	31	93	"ant"	1	61	64	74	NA	NA	NA	NA	NA	1	30	1	NA	NA	"0.230769230769231"	0.230769230769231	NA	3	32	0.213114754098361	NA	NA	0.0491803278688525	NA
"1641"	52	32	78	"bee"	1	48	50	58	NA	NA	NA	NA	NA	2	30	1	NA	NA	"0.2"	0.2	NA	3	30	0.208333333333333	NA	NA	0.0416666666666667	NA
"1642"	52	33	59	"flamingo"	1	43	48	52	NA	NA	NA	NA	NA	3	30	1	NA	NA	"0.555555555555556"	0.555555555555556	NA	3	16	0.209302325581395	NA	NA	0.116279069767442	NA
"1643"	52	34	74	"crane"	1	65	66	78	NA	NA	NA	NA	NA	4	30	1	NA	NA	"0.076923076923077"	0.0769230769230769	NA	3	9	0.2	NA	NA	0.0153846153846154	NA
"1644"	52	35	69	"cricket"	1	39	39	47	NA	NA	NA	NA	NA	5	30	1	NA	NA	"0"	0	NA	2	30	0.205128205128205	NA	NA	0	NA
"1685"	53	36	93	"ant"	1	84	89	100	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.3125"	0.3125	NA	3	9	0.19047619047619	NA	NA	0.0595238095238095	NA
"1686"	53	37	78	"bee"	1	84	77	68	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.4375"	0.4375	NA	3	6	0.19047619047619	NA	NA	0.0833333333333333	NA
"1687"	53	38	59	"flamingo"	1	79	71	64	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.533333333333333"	0.533333333333333	NA	3	20	0.189873417721519	NA	NA	0.10126582278481	NA
"1688"	53	39	74	"crane"	1	81	75	65	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.375"	0.375	NA	3	7	0.197530864197531	NA	NA	0.0740740740740741	NA
"1689"	53	40	69	"cricket"	1	80	75	65	NA	NA	NA	NA	NA	5	30	5	35	2	"0.333333333333333"	0.333333333333333	NA	3	11	0.1875	NA	NA	0.0625	NA
"1695"	54	6	93	"ant"	1	83	85	100	NA	NA	NA	NA	NA	1	1	5	NA	NA	"0.117647058823529"	0.117647058823529	NA	3	10	0.204819277108434	NA	NA	0.0240963855421687	NA
"1696"	54	7	78	"bee"	1	56	58	68	NA	NA	NA	NA	NA	2	1	5	NA	NA	"0.166666666666667"	0.166666666666667	NA	3	22	0.214285714285714	NA	NA	0.0357142857142857	NA
"1697"	54	8	59	"flamingo"	1	45	46	54	NA	NA	NA	NA	NA	3	1	5	NA	NA	"0.111111111111111"	0.111111111111111	NA	3	14	0.2	NA	NA	0.0222222222222222	NA
"1698"	54	9	74	"crane"	1	64	67	77	NA	NA	NA	NA	NA	4	1	5	NA	NA	"0.230769230769231"	0.230769230769231	NA	3	10	0.203125	NA	NA	0.046875	NA
"1699"	54	10	69	"cricket"	1	45	45	54	NA	NA	NA	NA	NA	5	1	5	NA	NA	"0"	0	NA	2	24	0.2	NA	NA	0	NA
"1730"	55	1	93	"ant"	1	59	63	70	0	0	0	0	0	1	1	1	NA	NA	"0.363636363636364"	0.363636363636364	NA	3	34	0.186440677966102	NA	NA	0.0677966101694915	NA
"1731"	55	2	78	"bee"	1	70	75	84	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.357142857142857"	0.357142857142857	NA	3	8	0.2	NA	NA	0.0714285714285714	NA
"1732"	55	3	59	"flamingo"	1	50	50	60	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0"	0	NA	2	9	0.2	NA	NA	0	NA
"1733"	55	4	74	"crane"	1	68	75	83	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.466666666666667"	0.466666666666667	NA	3	6	0.220588235294118	NA	NA	0.102941176470588	NA
"1734"	55	5	69	"cricket"	1	45	48	54	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	24	0.2	NA	NA	0.0666666666666667	NA
"1806"	57	36	93	"ant"	1	74	74	89	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0"	0	NA	2	19	0.202702702702703	NA	NA	0	NA
"1807"	57	37	78	"bee"	1	69	73	84	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.266666666666667"	0.266666666666667	NA	3	9	0.217391304347826	NA	NA	0.0579710144927536	NA
"1808"	57	38	59	"flamingo"	1	63	62	50	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.076923076923077"	0.0769230769230769	NA	3	4	0.206349206349206	NA	NA	0.0158730158730159	NA
"1809"	57	39	74	"crane"	1	88	84	70	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.222222222222222"	0.222222222222222	NA	3	14	0.204545454545455	NA	NA	0.0454545454545455	NA
"1810"	57	40	69	"cricket"	1	82	81	66	NA	NA	NA	NA	NA	5	30	5	52	2	"0.0625"	0.0625	NA	3	13	0.195121951219512	NA	NA	0.0121951219512195	NA
"1875"	59	36	93	"ant"	1	65	70	78	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.384615384615385"	0.384615384615385	NA	3	28	0.2	NA	NA	0.0769230769230769	NA
"1876"	59	37	78	"bee"	1	60	65	72	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.416666666666667"	0.416666666666667	NA	3	18	0.2	NA	NA	0.0833333333333333	NA
"1877"	59	38	59	"flamingo"	1	50	55	60	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.5"	0.5	NA	3	9	0.2	NA	NA	0.1	NA
"1878"	59	39	74	"crane"	1	55	60	65	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.5"	0.5	NA	3	19	0.181818181818182	NA	NA	0.0909090909090909	NA
"1879"	59	40	69	"cricket"	1	60	65	72	NA	NA	NA	NA	NA	5	30	5	26	1	"0.416666666666667"	0.416666666666667	NA	3	9	0.2	NA	NA	0.0833333333333333	NA
"1885"	60	6	93	"ant"	1	63	70	76	NA	NA	NA	NA	NA	1	1	5	NA	NA	"0.538461538461538"	0.538461538461538	NA	3	30	0.206349206349206	NA	NA	0.111111111111111	NA
"1886"	60	7	78	"bee"	1	80	74	65	NA	NA	NA	NA	NA	2	1	5	NA	NA	"0.4"	0.4	NA	3	2	0.1875	NA	NA	0.075	NA
"1887"	60	8	59	"flamingo"	1	55	59	66	NA	NA	NA	NA	NA	3	1	5	NA	NA	"0.363636363636364"	0.363636363636364	NA	3	4	0.2	NA	NA	0.0727272727272727	NA
"1888"	60	9	74	"crane"	1	76	71	60	NA	NA	NA	NA	NA	4	1	5	NA	NA	"0.3125"	0.3125	NA	3	2	0.210526315789474	NA	NA	0.0657894736842105	NA
"1889"	60	10	69	"cricket"	1	61	67	73	NA	NA	NA	NA	NA	5	1	5	NA	NA	"0.5"	0.5	NA	3	8	0.19672131147541	NA	NA	0.0983606557377049	NA
"1920"	61	1	93	"ant"	1	73	75	89	0	0	0	0	0	1	1	1	NA	NA	"0.125"	0.125	NA	3	20	0.219178082191781	NA	NA	0.0273972602739726	NA
"1921"	61	2	78	"bee"	1	83	83	65	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0"	0	NA	2	5	0.216867469879518	NA	NA	0	NA
"1922"	61	3	59	"flamingo"	1	57	57	68	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0"	0	NA	2	2	0.192982456140351	NA	NA	0	NA
"1923"	61	4	74	"crane"	1	73	73	88	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0"	0	NA	2	1	0.205479452054795	NA	NA	0	NA
"1924"	61	5	69	"cricket"	1	76	76	60	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0"	0	NA	2	7	0.210526315789474	NA	NA	0	NA
"1995"	63	36	93	"ant"	1	67	69	80	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	26	0.194029850746269	NA	NA	0.0298507462686567	NA
"1996"	63	37	78	"bee"	1	68	67	80	NA	NA	NA	NA	NA	2	30	5	NA	NA	"-0.083333333333333"	-0.0833333333333333	NA	1	10	0.176470588235294	NA	NA	0.0147058823529412	NA
"1997"	63	38	59	"flamingo"	1	59	58	70	NA	NA	NA	NA	NA	3	30	5	NA	NA	"-0.090909090909091"	-0.0909090909090909	NA	1	0	0.186440677966102	NA	NA	0.0169491525423729	NA
"1998"	63	39	74	"crane"	1	72	71	88	NA	NA	NA	NA	NA	4	30	5	NA	NA	"-0.0625"	-0.0625	NA	1	2	0.222222222222222	NA	NA	0.0138888888888889	NA
"1999"	63	40	69	"cricket"	1	57	58	68	NA	NA	NA	NA	NA	5	30	5	69	2	"0.090909090909091"	0.0909090909090909	NA	3	12	0.192982456140351	NA	NA	0.0175438596491228	NA
"2054"	65	36	93	"ant"	1	65	67	78	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	28	0.2	NA	NA	0.0307692307692308	NA
"2055"	65	37	78	"bee"	1	72	74	85	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	6	0.180555555555556	NA	NA	0.0277777777777778	NA
"2056"	65	38	59	"flamingo"	1	56	55	68	NA	NA	NA	NA	NA	3	30	5	NA	NA	"-0.083333333333333"	-0.0833333333333333	NA	1	3	0.214285714285714	NA	NA	0.0178571428571429	NA
"2057"	65	39	74	"crane"	1	73	77	88	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.266666666666667"	0.266666666666667	NA	3	1	0.205479452054795	NA	NA	0.0547945205479452	NA
"2058"	65	40	69	"cricket"	1	51	56	62	NA	NA	NA	NA	NA	5	30	5	53	1	"0.454545454545455"	0.454545454545455	NA	3	18	0.215686274509804	NA	NA	0.0980392156862745	NA
"2064"	66	6	93	"ant"	1	42	42	50	NA	NA	NA	NA	NA	1	1	5	NA	NA	"0"	0	NA	2	51	0.19047619047619	NA	NA	0	NA
"2065"	66	7	78	"bee"	1	46	46	55	NA	NA	NA	NA	NA	2	1	5	NA	NA	"0"	0	NA	2	32	0.195652173913043	NA	NA	0	NA
"2066"	66	8	59	"flamingo"	1	42	42	50	NA	NA	NA	NA	NA	3	1	5	NA	NA	"0"	0	NA	2	17	0.19047619047619	NA	NA	0	NA
"2067"	66	9	74	"crane"	1	53	53	64	NA	NA	NA	NA	NA	4	1	5	NA	NA	"0"	0	NA	2	21	0.207547169811321	NA	NA	0	NA
"2068"	66	10	69	"cricket"	1	43	43	53	NA	NA	NA	NA	NA	5	1	5	NA	NA	"0"	0	NA	2	26	0.232558139534884	NA	NA	0	NA
"2099"	67	1	93	"ant"	1	81	91	98	0	0	0	0	0	1	1	1	NA	NA	"0.588235294117647"	0.588235294117647	NA	3	12	0.209876543209877	NA	NA	0.123456790123457	NA
"2100"	67	2	78	"bee"	1	101	94	80	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	23	0.207920792079208	NA	NA	0.0693069306930693	NA
"2101"	67	3	59	"flamingo"	1	73	66	58	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.466666666666667"	0.466666666666667	NA	3	14	0.205479452054795	NA	NA	0.0958904109589041	NA
"2102"	67	4	74	"crane"	1	87	83	70	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.235294117647059"	0.235294117647059	NA	3	13	0.195402298850575	NA	NA	0.0459770114942529	NA
"2103"	67	5	69	"cricket"	1	70	69	56	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.071428571428572"	0.0714285714285714	NA	3	1	0.2	NA	NA	0.0142857142857143	NA
"2139"	68	1	93	"ant"	1	32	34	38	0	0	0	0	0	1	1	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	61	0.1875	NA	NA	0.0625	NA
"2140"	68	2	78	"bee"	1	29	31	35	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	49	0.206896551724138	NA	NA	0.0689655172413793	NA
"2141"	68	3	59	"flamingo"	1	32	33	38	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.166666666666667"	0.166666666666667	NA	3	27	0.1875	NA	NA	0.03125	NA
"2142"	68	4	74	"crane"	1	39	39	47	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0"	0	NA	2	35	0.205128205128205	NA	NA	0	NA
"2143"	68	5	69	"cricket"	1	27	27	32	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0"	0	NA	2	42	0.185185185185185	NA	NA	0	NA
"2214"	69	36	93	"ant"	1	64	69	76	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.416666666666667"	0.416666666666667	NA	3	29	0.1875	NA	NA	0.078125	NA
"2215"	69	37	78	"bee"	1	57	63	68	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.545454545454545"	0.545454545454545	NA	3	21	0.192982456140351	NA	NA	0.105263157894737	NA
"2216"	69	38	59	"flamingo"	1	44	50	52	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.75"	0.75	NA	3	15	0.181818181818182	NA	NA	0.136363636363636	NA
"2217"	69	39	74	"crane"	1	62	68	74	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.5"	0.5	NA	3	12	0.193548387096774	NA	NA	0.0967741935483871	NA
"2218"	69	40	69	"cricket"	1	42	47	50	NA	NA	NA	NA	NA	5	30	5	28	1	"0.625"	0.625	NA	3	27	0.19047619047619	NA	NA	0.119047619047619	NA
"2249"	70	31	93	"ant"	1	60	63	72	NA	NA	NA	NA	NA	1	30	1	NA	NA	"0.25"	0.25	NA	3	33	0.2	NA	NA	0.05	NA
"2250"	70	32	78	"bee"	1	55	55	65	NA	NA	NA	NA	NA	2	30	1	NA	NA	"0"	0	NA	2	23	0.181818181818182	NA	NA	0	NA
"2251"	70	33	59	"flamingo"	1	39	42	48	NA	NA	NA	NA	NA	3	30	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	20	0.230769230769231	NA	NA	0.0769230769230769	NA
"2252"	70	34	74	"crane"	1	54	58	65	NA	NA	NA	NA	NA	4	30	1	NA	NA	"0.363636363636364"	0.363636363636364	NA	3	20	0.203703703703704	NA	NA	0.0740740740740741	NA
"2253"	70	35	69	"cricket"	1	58	56	70	NA	NA	NA	NA	NA	5	30	1	NA	NA	"-0.166666666666667"	-0.166666666666667	NA	1	11	0.206896551724138	NA	NA	0.0344827586206897	NA
"2294"	71	36	93	"ant"	1	91	93	100	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.222222222222222"	0.222222222222222	NA	3	2	0.0989010989010989	NA	NA	0.021978021978022	NA
"2295"	71	37	78	"bee"	1	98	96	78	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.1"	0.1	NA	3	20	0.204081632653061	NA	NA	0.0204081632653061	NA
"2296"	71	38	59	"flamingo"	1	87	86	70	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0.058823529411765"	0.0588235294117647	NA	3	28	0.195402298850575	NA	NA	0.0114942528735632	NA
"2297"	71	39	74	"crane"	1	92	91	74	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0.055555555555556"	0.0555555555555556	NA	3	18	0.195652173913043	NA	NA	0.0108695652173913	NA
"2298"	71	40	69	"cricket"	1	77	76	62	NA	NA	NA	NA	NA	5	30	5	29	1	"0.066666666666667"	0.0666666666666667	NA	3	8	0.194805194805195	NA	NA	0.012987012987013	NA
"2314"	73	1	93	"ant"	1	86	91	100	0	0	0	0	0	1	1	1	NA	NA	"0.357142857142857"	0.357142857142857	NA	3	7	0.162790697674419	NA	NA	0.0581395348837209	NA
"2315"	73	2	78	"bee"	1	76	79	91	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.2"	0.2	NA	3	2	0.197368421052632	NA	NA	0.0394736842105263	NA
"2316"	73	3	59	"flamingo"	1	65	63	52	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.153846153846154"	0.153846153846154	NA	3	6	0.2	NA	NA	0.0307692307692308	NA
"2317"	73	4	74	"crane"	1	85	85	68	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0"	0	NA	2	11	0.2	NA	NA	0	NA
"2318"	73	5	69	"cricket"	1	82	79	66	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.1875"	0.1875	NA	3	13	0.195121951219512	NA	NA	0.0365853658536585	NA
"2354"	74	1	93	"ant"	1	44	49	52	0	0	0	0	0	1	1	1	NA	NA	"0.625"	0.625	NA	3	49	0.181818181818182	NA	NA	0.113636363636364	NA
"2355"	74	2	78	"bee"	1	54	57	65	NA	NA	NA	NA	NA	2	1	1	NA	NA	"0.272727272727273"	0.272727272727273	NA	3	24	0.203703703703704	NA	NA	0.0555555555555556	NA
"2356"	74	3	59	"flamingo"	1	56	58	68	NA	NA	NA	NA	NA	3	1	1	NA	NA	"0.166666666666667"	0.166666666666667	NA	3	3	0.214285714285714	NA	NA	0.0357142857142857	NA
"2357"	74	4	74	"crane"	1	69	74	83	NA	NA	NA	NA	NA	4	1	1	NA	NA	"0.357142857142857"	0.357142857142857	NA	3	5	0.202898550724638	NA	NA	0.072463768115942	NA
"2358"	74	5	69	"cricket"	1	49	52	59	NA	NA	NA	NA	NA	5	1	1	NA	NA	"0.3"	0.3	NA	3	20	0.204081632653061	NA	NA	0.0612244897959184	NA
"2429"	75	36	93	"ant"	1	83	86	100	NA	NA	NA	NA	NA	1	30	5	NA	NA	"0.176470588235294"	0.176470588235294	NA	3	10	0.204819277108434	NA	NA	0.036144578313253	NA
"2430"	75	37	78	"bee"	1	98	93	78	NA	NA	NA	NA	NA	2	30	5	NA	NA	"0.25"	0.25	NA	3	20	0.204081632653061	NA	NA	0.0510204081632653	NA
"2431"	75	38	59	"flamingo"	1	61	61	49	NA	NA	NA	NA	NA	3	30	5	NA	NA	"0"	0	NA	2	2	0.19672131147541	NA	NA	0	NA
"2432"	75	39	74	"crane"	1	100	100	80	NA	NA	NA	NA	NA	4	30	5	NA	NA	"0"	0	NA	2	26	0.2	NA	NA	0	NA
"2433"	75	40	69	"cricket"	1	66	66	80	NA	NA	NA	NA	NA	5	30	5	38	2	"0"	0	NA	2	3	0.212121212121212	NA	NA	0	NA
"2464"	76	31	93	"ant"	1	95	86	76	NA	NA	NA	NA	NA	1	30	1	NA	NA	"0.473684210526316"	0.473684210526316	NA	3	2	0.2	NA	NA	0.0947368421052632	NA
"2465"	76	32	78	"bee"	1	80	72	63	NA	NA	NA	NA	NA	2	30	1	NA	NA	"0.470588235294118"	0.470588235294118	NA	3	2	0.2125	NA	NA	0.1	NA
"2466"	76	33	59	"flamingo"	1	46	52	55	NA	NA	NA	NA	NA	3	30	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	13	0.195652173913043	NA	NA	0.130434782608696	NA
"2467"	76	34	74	"crane"	1	58	66	70	NA	NA	NA	NA	NA	4	30	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	16	0.206896551724138	NA	NA	0.137931034482759	NA
"2468"	76	35	69	"cricket"	1	78	73	62	NA	NA	NA	NA	NA	5	30	1	NA	NA	"0.3125"	0.3125	NA	3	9	0.205128205128205	NA	NA	0.0641025641025641	NA
"2479"	78	6	93	"ant"	1	62	64	74	NA	NA	NA	NA	NA	1	1	5	NA	NA	"0.166666666666667"	0.166666666666667	NA	3	31	0.193548387096774	NA	NA	0.032258064516129	NA
"2480"	78	7	78	"bee"	1	65	68	78	NA	NA	NA	NA	NA	2	1	5	NA	NA	"0.230769230769231"	0.230769230769231	NA	3	13	0.2	NA	NA	0.0461538461538462	NA
